Year,Date,State,GeoRegion,ColonyName,SpeciesCode,Longitude_y,Latitude_y,Nests,Birds
2010,2010-Jun-11,FL,Crystal River,Bird Keys Crystal Bay,GREG,-82.7009,28.8777,71,77
2010,2010-Jun-11,FL,Crystal River,Bird Keys Crystal Bay,UNWA,-82.7009,28.8777,0,0
2010,2010-Jun-11,FL,Crystal River,Crawl Key,DCCO,-82.6868,28.6528,65,106
2010,2010-Jun-11,FL,Crystal River,Crawl Key,GBHE,-82.6868,28.6528,1,1
2010,2010-Jun-11,FL,Crystal River,Crawl Key,GREG,-82.6868,28.6528,24,16
2010,2010-Jun-11,FL,Crystal River,Crystal River Energy Canal Spoil,LETE,-82.7817,28.9423,137,152
2010,2010-Jun-11,FL,Crystal River,Homosassa Point Key,DCCO,-82.73359999999998,28.7776,242,246
2010,2010-Jun-11,FL,Crystal River,Homosassa Point Key,GBHE,-82.73359999999998,28.7776,11,7
2010,2010-Jun-11,FL,Crystal River,Homosassa Point Key,GREG,-82.73359999999998,28.7776,34,18
2010,2010-Jun-11,FL,Crystal River,Saint Martins Key A,DCCO,-82.7555,28.8004,163,180
2010,2010-Jun-11,FL,Crystal River,Saint Martins Key A,GREG,-82.7555,28.8004,1,2
2010,2010-Jun-11,FL,Crystal River,Saint Martins Key A,MAFR,-82.7555,28.8004,0,42
2010,2010-Jun-11,FL,Crystal River,Saint Martins Key B,DCCO,-82.7501,28.8004,137,138
2010,2010-Jun-11,FL,Crystal River,Saint Martins Key B,GREG,-82.7501,28.8004,16,16
2010,2010-Jun-11,FL,Crystal River,Saint Martins Key B,MAFR,-82.7501,28.8004,0,20
2010,2010-Jun-11,FL,Crystal River,Saint Martins Key C,DCCO,-82.73699999999998,28.799,78,81
2010,2010-Jun-11,FL,Crystal River,Saint Martins Key C,GBHE,-82.73699999999998,28.799,2,2
2010,2010-Jun-11,FL,Crystal River,Saint Martins Key C,GREG,-82.73699999999998,28.799,82,83
2010,2010-Jun-11,FL,Crystal River,Saint Martins Key C,UNWA,-82.73699999999998,28.799,0,0
2010,2010-Jun-11,FL,Crystal River,Seahorse Key,ANHI,-83.0661,29.0969,1,1
2010,2010-Jun-11,FL,Crystal River,Seahorse Key,BRPE,-83.0661,29.0969,110,111
